SlNo,Drug_Name,Reason,Description,Company_Name,NSE_Symbol,Rating,Industry
8900,Carvedil 3.125mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
8901,Carvi Beta 12.5mg Tablet 10'SCarvi Beta 6.25mg Tablet 10'SCarvi Beta 3.125mg Tablet 10'SCarvi Beta 25mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
8902,Carvidex 12.5mg Tablet 10'SCarvidex 6.25mg Tablet 10'S,Hypertension,lowerÿchance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
8903,Carviflo 40mg Capsule 10'SCarviflo 20mg Capsule 10'SCarviflo 10mg Capsule 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
8904,Carviflo CR 10mg Tablet 10'SCarviflo CR 20mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
8905,Carvil 6.25mg Tablet 10'SCarvil 3.125mg Tablet 10'SCarvil 25mg Tablet 10'SCarvil OD 20mg Capsule 10'SCarvil 12.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
8906,Carvil OD 10mg Tablet 10'SCarvil OD 40mg Tablet 10'S,Hypertension,lowerÿchance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
8907,Carvipress 12.5mg Tablet 10'SCarvipress 25mg Tablet 10'SCarvipress 3.125mg Tablet 10'SCarvipress 6.25mg Tablet 10'S,Hypertension,ÿtreat high blood pressure (hypertension) and a type of chest pain called angina,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
8908,Carvistar 12.5mg Tablet 10'SCarvistar 6.25mg Tablet 10'SCarvistar 3.125mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
8909,Carvistar CR 10mg Tablet 10'SCarvistar CR 20mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
8910,Carzec 12.5mg Tablet 10'SCarzec 6.25mg Tablet 10'SCarzec 25mg Tablet 10'SCarzec 3.125mg Tablet 10'S,Hypertension,lowerÿchance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
8911,Catapres 150mcg Tablet 10'S,Hypertension,ÿtreat high blood pressure (hypertension) and a type of chest pain called angina,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
8912,Catapres Diu 0.1/15mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
8913,Catenol 25mg Tablet 10'SCatenol 50mg Tablet 14'SCatenol 25mg Tablet 14'SCatenol 100mg Tablet 14'SCatenol 50mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
8914,Ccad 10Mg Tablet 10'sCcad 5Mg Tablet 10'sCcad 20Mg Tablet 10's,Hypertension,lowerÿchance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
8915,Cdpin 10mg Tablet 10'SCdpin 5mg Tablet 10'SCdpin 20mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
8916,Celavi M Tablet 15'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
8917,Celavi O 10/20mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
8918,Celavi Trio Tablet 10'SCelavi Trio Tablet 15's,Hypertension,lowerÿchance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
8919,Centapres 5mg Tablet 10'SCentapres 20mg Tablet 10'SCentapres 10mg Tablet 10'S,Hypertension,ÿtreat high blood pressure (hypertension) and a type of chest pain called angina,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
8920,Cersar 20mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
8921,Cetanil 5mg Tablet 15'SCetanil 10mg Tablet 15'SCetanil 5mg Tablet 10'SCetanil 12.5mg Tablet 10'SCetanil T 80mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
8922,Cetanil CT Tablet 10'S,Hypertension,lowerÿchance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
8923,Cetanil M 50mg Tablet 10'S,Hypertension,ÿtreat high blood pressure (hypertension) and a type of chest pain called angina,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
8924,Cetanil O Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
8925,Cetanil T 40mg Tablet 10'SCetanil T 20/40mg Tablet 10'SCetanil T Tablet 15'S,Hypertension,lower high blood pressure (hypertension),Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
8926,Cetanil Trio 6.25mg Tablet 10'SCetanil Trio 12.5mg Tablet 10'S,Hypertension,lowerÿchance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
8927,Channel SR 90mg Tablet 10'SChannel 30mg Tablet 10'SChannel 60mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
8928,Channel SR 90mg Capsule 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
8929,Chlorfid 12.5Mg Tablet 10'sChlorfid 6.25Mg Tablet 10's,Hypertension,lower high blood pressure (hypertension),Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
8930,Cilacar 20mg Tablet 10'SCilacar C 6.25mg Tablet 10'SCilacar 5mg Tablet 10'SCilacar 10mg Tablet 10'SCilacar C Tablet 10'S,Hypertension,lowerÿchance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
8931,Cilacar M 10/50mg Tablet 10'SCilacar M 10/25mg Tablet 10'S,Hypertension,ÿtreat high blood pressure (hypertension) and a type of chest pain called angina,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
8932,Cilacar O 40mg Tablet 10'SCilacar O 20mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
8933,Cilacar T 80mg Tablet 10'SCilacar T 40mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
8934,Cilacar TC 6.25mg Tablet 10'SCilacar TC 12.5mg Tablet 10'S,Hypertension,lowerÿchance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
8935,Ciladuo 10mg Tablet 10'SCiladuo 5mg Tablet 10'S,Hypertension,ÿtreat high blood pressure (hypertension) and a type of chest pain called angina,Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
8936,Cilaheart 5mg Tablet 10'SCilaheart 20mg Tablet 10'SCilaheart 10mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
8937,Cilaheart T Tablet 10'S,Hypertension,lower high blood pressure (hypertension),Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
8938,Cilamet XL 25mg Tablet 10'SCilamet XL 50mg Tablet 10'S,Hypertension,lowerÿchance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
8939,Cilamet XL 20/25mg Tablet 10'SCilamet XL 10/25mg Tablet 10'SCilamet XL 20/50mg Tablet 10'SCilamet XL 10/50mg Tablet 10'SCilamet XL 10/50mg Tablet 15'SCilamet XL 10/25mg Tablet 15'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
8940,Cilbest 10Mg Tablet 10'sCilbest 5Mg Tablet 10's,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
8941,Cilday 5mg Tablet 10'SCilday 10mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
8942,Cilden 10mg Tablet 10'S,Hypertension,lowerÿchance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
8943,Cildip 20mg Tablet 10'SCildip 10mg Tablet 10'SCildip 5mg Tablet 10'S,Hypertension,ÿtreat high blood pressure (hypertension) and a type of chest pain called angina,Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
8944,Cildip 3D Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
8945,Cildip T Tablet 10'S,Hypertension,lower high blood pressure (hypertension),Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
8946,CILDIPIN 10mg Tablet 10'sCILDIPIN 5mg Tablet 10's,Hypertension,lowerÿchance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
8947,Cildipin T Tablet 10's,Hypertension,ÿtreat high blood pressure (hypertension) and a type of chest pain called angina,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
8948,Ciledge 10mg Tablet 10'SCiledge 20mg Tablet 10'SCiledge 5mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
8949,Ciledge CT 6.25mg Tablet 10'SCiledge CT 12.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
8950,CILICAD T Tablet 10's,Hypertension,lowerÿchance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
8951,Cilidin 20mg Tablet 10'SCilidin 5mg Tablet 10'SCilidin 10mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
8952,Cilidin CH Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
8953,Cilidin M 10/50mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
8954,Cilidin O 40mg Tablet 10'SCilidin O 20mg Tablet 10'S,Hypertension,lowerÿchance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
8955,Cilidin T 10/40mg Tablet 10'S,Hypertension,ÿtreat high blood pressure (hypertension) and a type of chest pain called angina,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
8956,Cilidin Trio 20mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
8957,CILINEXT 10mg Tablet 10's,Hypertension,lower high blood pressure (hypertension),Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
8958,Cilinext T Tablet 10'S,Hypertension,lowerÿchance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
8959,Cilnep 10mg Tablet 10'S,Hypertension,ÿtreat high blood pressure (hypertension) and a type of chest pain called angina,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
8960,Cilniblu 10mg Tablet 15'SCilniblu 5mg Tablet 15'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
8961,CILNIBLU T Tablet 15's,Hypertension,lower high blood pressure (hypertension),Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
8962,Cilnicab 10mg Tablet 10'SCilnicab 5mg Tablet 10'SCilnicab 20mg Tablet 10'S,Hypertension,lowerÿchance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
8963,Cilnicab Beta 10/50mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
8964,Cilnicab TM Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
8965,CILNIDIPINE 5mg Tablet 10'sCilnidipine 20mg Tablet 10'SCilnidipine 10mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
8966,Cilnikem 10mg Tablet 10'SCilnikem 5mg Tablet 10'SCilnikem 20mg Tablet 10'S,Hypertension,lowerÿchance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
8967,Cilnikem Beta 10/5mg Tablet 10'SCilnikem Beta 2.5/10mg Tablet 10'S,Hypertension,ÿtreat high blood pressure (hypertension) and a type of chest pain called angina,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
8968,Cilnikem CT 10/12.5mg Tablet 10'SCilnikem CT 10/6.25/Mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
8969,Cilnikem OM 10/20mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
8970,Cilnipar 10mg Tablet 10'SCilnipar 5mg Tablet 10'S,Hypertension,lowerÿchance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),Torrent Pharmaceuticals Ltd.,TORNTPHARM,T,Pharmaceuticals & Drugs
8971,Cilnipar M Tablet 10'S,Hypertension,ÿtreat high blood pressure (hypertension) and a type of chest pain called angina,Lupin Ltd.,LUPIN,L,Pharmaceuticals & Drugs
8972,Cilnipar T Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,Cadila Healthcare Ltd.,CADILAHC,CA,Pharmaceuticals & Drugs
8973,Cilnipine 10mg Tablet 10'SCilnipine 20mg Tablet 10'SCilnipine 5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),Abbott India Ltd.,ABBOTINDIA,ABB,Pharmaceuticals & Drugs
8974,Cilnipine T 40mg Tablet 10'S,Hypertension,lowerÿchance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),Alkem Laboratories Ltd.,ALKEM,AL,Pharmaceuticals & Drugs
8975,Cilnipres 20mg Tablet 10'SCilnipres 5mg Tablet 10'SCilnipres 10mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G,Pharmaceuticals & Drugs
8976,Cilnipres C 12.5mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,Ipca Laboratories Ltd.,IPCALAB,I,Pharmaceuticals & Drugs
8977,Cilnipres N Tablet 10'S,Hypertension,lower high blood pressure (hypertension),Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM,Pharmaceuticals & Drugs
8978,Cilnipres T 80mg Tablet 10'SCilnipres T Tablet 10'S,Hypertension,lowerÿchance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),Glenmark Pharmaceuticals Ltd.,GLENMARK,GL,Pharmaceuticals & Drugs
8979,Cilnipres TC 6.25mg Tablet 10'SCilnipres TC 12.5mg Tablet 10'S,Hypertension,ÿtreat high blood pressure (hypertension) and a type of chest pain called angina,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB,Pharmaceuticals & Drugs
8980,Cilnipres Trio 12.5mg Tablet 10'SCilnipres Trio 6.25mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S,Pharmaceuticals & Drugs
8981,Cilnitab 10mg Tablet 15'SCilnitab 20mg Tablet 15'SCilnitab 5mg Tablet 15'S,Hypertension,lower high blood pressure (hypertension),Dr. Reddys Laboratories Ltd.,DRREDDY,R,Pharmaceuticals & Drugs
8982,Cilny 20mg Tablet 10'SCilny 5mg Tablet 10'SCilny 10mg Tablet 10'SCilny 40Mg Tablet 10'sCILNY 5mg Tablet 15's,Hypertension,lowerÿchance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),Divis Laboratories Ltd.,DIVISLAB,D,Pharmaceuticals & Drugs
8983,Cilny O 20mg Tablet 10'S,Hypertension,ÿtreat high blood pressure (hypertension) and a type of chest pain called angina,Cipla Ltd.,CIPLA,C,Pharmaceuticals & Drugs
8984,Cilny T 40Mg Tablet 10's,Hypertension,used for treating high blood pressure (essential hypertension) in adults,Biocon Ltd.,BIOCON,B,Pharmaceuticals & Drugs
8985,Cilogard 10mg Tablet 10'SCilogard 5mg Tablet 10'SCilogard 20mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),Aurobindo Pharma Ltd.,AUROPHARMA,AU,Pharmaceuticals & Drugs
